id	col1	col2	col3	random
1117	row1117_col1	row1117_col2	row1117_col3	7540
1118	row1118_col1	row1118_col2	row1118_col3	7736
1119	row1119_col1	row1119_col2	row1119_col3	9456
1120	row1120_col1	row1120_col2	row1120_col3	6210
1121	row1121_col1	row1121_col2	row1121_col3	8308
1122	row1122_col1	row1122_col2	row1122_col3	6767
1123	row1123_col1	row1123_col2	row1123_col3	1368
1124	row1124_col1	row1124_col2	row1124_col3	3184
1125	row1125_col1	row1125_col2	row1125_col3	2614
1126	row1126_col1	row1126_col2	row1126_col3	788
1127	row1127_col1	row1127_col2	row1127_col3	2299
1128	row1128_col1	row1128_col2	row1128_col3	6474
1129	row1129_col1	row1129_col2	row1129_col3	1318
1130	row1130_col1	row1130_col2	row1130_col3	9246
1131	row1131_col1	row1131_col2	row1131_col3	3493
1132	row1132_col1	row1132_col2	row1132_col3	9933
1133	row1133_col1	row1133_col2	row1133_col3	1517
1134	row1134_col1	row1134_col2	row1134_col3	4108
1135	row1135_col1	row1135_col2	row1135_col3	1968
1136	row1136_col1	row1136_col2	row1136_col3	5310
1137	row1137_col1	row1137_col2	row1137_col3	9144
1138	row1138_col1	row1138_col2	row1138_col3	9639
1139	row1139_col1	row1139_col2	row1139_col3	6167
1140	row1140_col1	row1140_col2	row1140_col3	6959
1141	row1141_col1	row1141_col2	row1141_col3	7377
1142	row1142_col1	row1142_col2	row1142_col3	6871
1143	row1143_col1	row1143_col2	row1143_col3	1239
1144	row1144_col1	row1144_col2	row1144_col3	4360
1145	row1145_col1	row1145_col2	row1145_col3	864
1146	row1146_col1	row1146_col2	row1146_col3	1749
1147	row1147_col1	row1147_col2	row1147_col3	8139
1148	row1148_col1	row1148_col2	row1148_col3	3086
1149	row1149_col1	row1149_col2	row1149_col3	4993
1150	row1150_col1	row1150_col2	row1150_col3	6576
1151	row1151_col1	row1151_col2	row1151_col3	8541
1152	row1152_col1	row1152_col2	row1152_col3	7873
1153	row1153_col1	row1153_col2	row1153_col3	365
1154	row1154_col1	row1154_col2	row1154_col3	544
1155	row1155_col1	row1155_col2	row1155_col3	8339
1156	row1156_col1	row1156_col2	row1156_col3	9719
1157	row1157_col1	row1157_col2	row1157_col3	3752
1158	row1158_col1	row1158_col2	row1158_col3	1494
1159	row1159_col1	row1159_col2	row1159_col3	1000
1160	row1160_col1	row1160_col2	row1160_col3	8994
1161	row1161_col1	row1161_col2	row1161_col3	4739
1162	row1162_col1	row1162_col2	row1162_col3	6504
1163	row1163_col1	row1163_col2	row1163_col3	9106
1164	row1164_col1	row1164_col2	row1164_col3	2404
1165	row1165_col1	row1165_col2	row1165_col3	7972
1166	row1166_col1	row1166_col2	row1166_col3	6809
1167	row1167_col1	row1167_col2	row1167_col3	3949
1168	row1168_col1	row1168_col2	row1168_col3	7604
1169	row1169_col1	row1169_col2	row1169_col3	4328
1170	row1170_col1	row1170_col2	row1170_col3	6018
1171	row1171_col1	row1171_col2	row1171_col3	5759
1172	row1172_col1	row1172_col2	row1172_col3	7099
1173	row1173_col1	row1173_col2	row1173_col3	1276
1174	row1174_col1	row1174_col2	row1174_col3	8663
1175	row1175_col1	row1175_col2	row1175_col3	7828
1176	row1176_col1	row1176_col2	row1176_col3	2138
1177	row1177_col1	row1177_col2	row1177_col3	8700
1178	row1178_col1	row1178_col2	row1178_col3	1607
1179	row1179_col1	row1179_col2	row1179_col3	3077
1180	row1180_col1	row1180_col2	row1180_col3	2855
1181	row1181_col1	row1181_col2	row1181_col3	9138
1182	row1182_col1	row1182_col2	row1182_col3	991
1183	row1183_col1	row1183_col2	row1183_col3	3915
1184	row1184_col1	row1184_col2	row1184_col3	4150
1185	row1185_col1	row1185_col2	row1185_col3	7927
1186	row1186_col1	row1186_col2	row1186_col3	4948
1187	row1187_col1	row1187_col2	row1187_col3	5460
1188	row1188_col1	row1188_col2	row1188_col3	8219
1189	row1189_col1	row1189_col2	row1189_col3	9482
1190	row1190_col1	row1190_col2	row1190_col3	8991
1191	row1191_col1	row1191_col2	row1191_col3	9871
1192	row1192_col1	row1192_col2	row1192_col3	6533
1193	row1193_col1	row1193_col2	row1193_col3	5680
1194	row1194_col1	row1194_col2	row1194_col3	5788
1195	row1195_col1	row1195_col2	row1195_col3	2932
1196	row1196_col1	row1196_col2	row1196_col3	3789
1197	row1197_col1	row1197_col2	row1197_col3	153
1198	row1198_col1	row1198_col2	row1198_col3	23
1199	row1199_col1	row1199_col2	row1199_col3	2801
1200	row1200_col1	row1200_col2	row1200_col3	2709
1201	row1201_col1	row1201_col2	row1201_col3	2942
1202	row1202_col1	row1202_col2	row1202_col3	9792
1203	row1203_col1	row1203_col2	row1203_col3	3172
1204	row1204_col1	row1204_col2	row1204_col3	8299
1205	row1205_col1	row1205_col2	row1205_col3	3807
1206	row1206_col1	row1206_col2	row1206_col3	3532
1207	row1207_col1	row1207_col2	row1207_col3	2892
1208	row1208_col1	row1208_col2	row1208_col3	430
1209	row1209_col1	row1209_col2	row1209_col3	3802
1210	row1210_col1	row1210_col2	row1210_col3	9588
1211	row1211_col1	row1211_col2	row1211_col3	7640
1212	row1212_col1	row1212_col2	row1212_col3	757
1213	row1213_col1	row1213_col2	row1213_col3	338
1214	row1214_col1	row1214_col2	row1214_col3	840
1215	row1215_col1	row1215_col2	row1215_col3	6124
1216	row1216_col1	row1216_col2	row1216_col3	2833
1217	row1217_col1	row1217_col2	row1217_col3	7094
1218	row1218_col1	row1218_col2	row1218_col3	2512
1219	row1219_col1	row1219_col2	row1219_col3	6173
1220	row1220_col1	row1220_col2	row1220_col3	2145
1221	row1221_col1	row1221_col2	row1221_col3	7714
1222	row1222_col1	row1222_col2	row1222_col3	9364
1223	row1223_col1	row1223_col2	row1223_col3	130
1224	row1224_col1	row1224_col2	row1224_col3	4343
1225	row1225_col1	row1225_col2	row1225_col3	7194
1226	row1226_col1	row1226_col2	row1226_col3	5098
1227	row1227_col1	row1227_col2	row1227_col3	5047
1228	row1228_col1	row1228_col2	row1228_col3	1094
1229	row1229_col1	row1229_col2	row1229_col3	3736
1230	row1230_col1	row1230_col2	row1230_col3	7871
1231	row1231_col1	row1231_col2	row1231_col3	7299
1232	row1232_col1	row1232_col2	row1232_col3	5121
1233	row1233_col1	row1233_col2	row1233_col3	4474
1234	row1234_col1	row1234_col2	row1234_col3	8856
1235	row1235_col1	row1235_col2	row1235_col3	388
1236	row1236_col1	row1236_col2	row1236_col3	7997
1237	row1237_col1	row1237_col2	row1237_col3	2157
1238	row1238_col1	row1238_col2	row1238_col3	8449
1239	row1239_col1	row1239_col2	row1239_col3	7664
1240	row1240_col1	row1240_col2	row1240_col3	3329
1241	row1241_col1	row1241_col2	row1241_col3	6806
1242	row1242_col1	row1242_col2	row1242_col3	1956
1243	row1243_col1	row1243_col2	row1243_col3	7345
1244	row1244_col1	row1244_col2	row1244_col3	600
1245	row1245_col1	row1245_col2	row1245_col3	2437
1246	row1246_col1	row1246_col2	row1246_col3	3070
1247	row1247_col1	row1247_col2	row1247_col3	1361
1248	row1248_col1	row1248_col2	row1248_col3	3140
1249	row1249_col1	row1249_col2	row1249_col3	8956
1250	row1250_col1	row1250_col2	row1250_col3	126
1251	row1251_col1	row1251_col2	row1251_col3	4431
1252	row1252_col1	row1252_col2	row1252_col3	7181
1253	row1253_col1	row1253_col2	row1253_col3	970
1254	row1254_col1	row1254_col2	row1254_col3	6654
1255	row1255_col1	row1255_col2	row1255_col3	5527
1256	row1256_col1	row1256_col2	row1256_col3	8934
1257	row1257_col1	row1257_col2	row1257_col3	7891
1258	row1258_col1	row1258_col2	row1258_col3	1009
1259	row1259_col1	row1259_col2	row1259_col3	8693
1260	row1260_col1	row1260_col2	row1260_col3	8765
1261	row1261_col1	row1261_col2	row1261_col3	6534
1262	row1262_col1	row1262_col2	row1262_col3	2571
1263	row1263_col1	row1263_col2	row1263_col3	3741
1264	row1264_col1	row1264_col2	row1264_col3	757
1265	row1265_col1	row1265_col2	row1265_col3	3323
1266	row1266_col1	row1266_col2	row1266_col3	5932
1267	row1267_col1	row1267_col2	row1267_col3	5412
1268	row1268_col1	row1268_col2	row1268_col3	9278
1269	row1269_col1	row1269_col2	row1269_col3	8970
1270	row1270_col1	row1270_col2	row1270_col3	6552
1271	row1271_col1	row1271_col2	row1271_col3	9493
1272	row1272_col1	row1272_col2	row1272_col3	638
1273	row1273_col1	row1273_col2	row1273_col3	3103
1274	row1274_col1	row1274_col2	row1274_col3	2069
1275	row1275_col1	row1275_col2	row1275_col3	3310
1276	row1276_col1	row1276_col2	row1276_col3	1389
1277	row1277_col1	row1277_col2	row1277_col3	6488
1278	row1278_col1	row1278_col2	row1278_col3	3875
1279	row1279_col1	row1279_col2	row1279_col3	5293
1280	row1280_col1	row1280_col2	row1280_col3	5081
1281	row1281_col1	row1281_col2	row1281_col3	6684
1282	row1282_col1	row1282_col2	row1282_col3	6146
1283	row1283_col1	row1283_col2	row1283_col3	7829
1284	row1284_col1	row1284_col2	row1284_col3	4588
1285	row1285_col1	row1285_col2	row1285_col3	579
1286	row1286_col1	row1286_col2	row1286_col3	9386
1287	row1287_col1	row1287_col2	row1287_col3	1165
1288	row1288_col1	row1288_col2	row1288_col3	9992
1289	row1289_col1	row1289_col2	row1289_col3	5662
1290	row1290_col1	row1290_col2	row1290_col3	591
1291	row1291_col1	row1291_col2	row1291_col3	3374
1292	row1292_col1	row1292_col2	row1292_col3	1812
1293	row1293_col1	row1293_col2	row1293_col3	9965
1294	row1294_col1	row1294_col2	row1294_col3	1377
1295	row1295_col1	row1295_col2	row1295_col3	8596
1296	row1296_col1	row1296_col2	row1296_col3	6784
1297	row1297_col1	row1297_col2	row1297_col3	420
1298	row1298_col1	row1298_col2	row1298_col3	132
1299	row1299_col1	row1299_col2	row1299_col3	1832
1300	row1300_col1	row1300_col2	row1300_col3	4882
1301	row1301_col1	row1301_col2	row1301_col3	3954
1302	row1302_col1	row1302_col2	row1302_col3	1769
1303	row1303_col1	row1303_col2	row1303_col3	3874
1304	row1304_col1	row1304_col2	row1304_col3	7726
1305	row1305_col1	row1305_col2	row1305_col3	6536
1306	row1306_col1	row1306_col2	row1306_col3	1740
1307	row1307_col1	row1307_col2	row1307_col3	2637
1308	row1308_col1	row1308_col2	row1308_col3	4904
1309	row1309_col1	row1309_col2	row1309_col3	3798
1310	row1310_col1	row1310_col2	row1310_col3	8505
1311	row1311_col1	row1311_col2	row1311_col3	2955
1312	row1312_col1	row1312_col2	row1312_col3	6101
1313	row1313_col1	row1313_col2	row1313_col3	5456
1314	row1314_col1	row1314_col2	row1314_col3	197
1315	row1315_col1	row1315_col2	row1315_col3	9877
1316	row1316_col1	row1316_col2	row1316_col3	5550
1317	row1317_col1	row1317_col2	row1317_col3	6006
1318	row1318_col1	row1318_col2	row1318_col3	7246
1319	row1319_col1	row1319_col2	row1319_col3	2571
1320	row1320_col1	row1320_col2	row1320_col3	834
1321	row1321_col1	row1321_col2	row1321_col3	1204
1322	row1322_col1	row1322_col2	row1322_col3	8227
1323	row1323_col1	row1323_col2	row1323_col3	6382
1324	row1324_col1	row1324_col2	row1324_col3	5772
1325	row1325_col1	row1325_col2	row1325_col3	2821
1326	row1326_col1	row1326_col2	row1326_col3	3234
1327	row1327_col1	row1327_col2	row1327_col3	241
1328	row1328_col1	row1328_col2	row1328_col3	716
1329	row1329_col1	row1329_col2	row1329_col3	1327
1330	row1330_col1	row1330_col2	row1330_col3	1448
1331	row1331_col1	row1331_col2	row1331_col3	3528
1332	row1332_col1	row1332_col2	row1332_col3	677
1333	row1333_col1	row1333_col2	row1333_col3	4293
1334	row1334_col1	row1334_col2	row1334_col3	8302
1335	row1335_col1	row1335_col2	row1335_col3	4957
1336	row1336_col1	row1336_col2	row1336_col3	7120
1337	row1337_col1	row1337_col2	row1337_col3	7321
1338	row1338_col1	row1338_col2	row1338_col3	7855
1339	row1339_col1	row1339_col2	row1339_col3	3797
1340	row1340_col1	row1340_col2	row1340_col3	6822
1341	row1341_col1	row1341_col2	row1341_col3	3127
1342	row1342_col1	row1342_col2	row1342_col3	5263
1343	row1343_col1	row1343_col2	row1343_col3	463
1344	row1344_col1	row1344_col2	row1344_col3	6815
1345	row1345_col1	row1345_col2	row1345_col3	7485
1346	row1346_col1	row1346_col2	row1346_col3	4028
1347	row1347_col1	row1347_col2	row1347_col3	8039
1348	row1348_col1	row1348_col2	row1348_col3	757
1349	row1349_col1	row1349_col2	row1349_col3	6958
1350	row1350_col1	row1350_col2	row1350_col3	5427
1351	row1351_col1	row1351_col2	row1351_col3	1066
1352	row1352_col1	row1352_col2	row1352_col3	9740
1353	row1353_col1	row1353_col2	row1353_col3	2609
1354	row1354_col1	row1354_col2	row1354_col3	6380
1355	row1355_col1	row1355_col2	row1355_col3	7564
1356	row1356_col1	row1356_col2	row1356_col3	7831
1357	row1357_col1	row1357_col2	row1357_col3	6222
1358	row1358_col1	row1358_col2	row1358_col3	5192
1359	row1359_col1	row1359_col2	row1359_col3	5450
1360	row1360_col1	row1360_col2	row1360_col3	6001
1361	row1361_col1	row1361_col2	row1361_col3	3219
1362	row1362_col1	row1362_col2	row1362_col3	9275
1363	row1363_col1	row1363_col2	row1363_col3	5553
1364	row1364_col1	row1364_col2	row1364_col3	6208
1365	row1365_col1	row1365_col2	row1365_col3	5978
1366	row1366_col1	row1366_col2	row1366_col3	6629
1367	row1367_col1	row1367_col2	row1367_col3	1313
1368	row1368_col1	row1368_col2	row1368_col3	4954
1369	row1369_col1	row1369_col2	row1369_col3	3827
1370	row1370_col1	row1370_col2	row1370_col3	3419
1371	row1371_col1	row1371_col2	row1371_col3	2841
1372	row1372_col1	row1372_col2	row1372_col3	4175
1373	row1373_col1	row1373_col2	row1373_col3	3983
1374	row1374_col1	row1374_col2	row1374_col3	4935
1375	row1375_col1	row1375_col2	row1375_col3	4236
1376	row1376_col1	row1376_col2	row1376_col3	6987
1377	row1377_col1	row1377_col2	row1377_col3	5830
1378	row1378_col1	row1378_col2	row1378_col3	5887
1379	row1379_col1	row1379_col2	row1379_col3	9384
1380	row1380_col1	row1380_col2	row1380_col3	4549
1381	row1381_col1	row1381_col2	row1381_col3	460
1382	row1382_col1	row1382_col2	row1382_col3	874
1383	row1383_col1	row1383_col2	row1383_col3	693
1384	row1384_col1	row1384_col2	row1384_col3	6647
1385	row1385_col1	row1385_col2	row1385_col3	6788
1386	row1386_col1	row1386_col2	row1386_col3	9104
1387	row1387_col1	row1387_col2	row1387_col3	7661
1388	row1388_col1	row1388_col2	row1388_col3	7402
1389	row1389_col1	row1389_col2	row1389_col3	2860
1390	row1390_col1	row1390_col2	row1390_col3	6602
1391	row1391_col1	row1391_col2	row1391_col3	9491
1392	row1392_col1	row1392_col2	row1392_col3	7458
1393	row1393_col1	row1393_col2	row1393_col3	7060
1394	row1394_col1	row1394_col2	row1394_col3	7830
1395	row1395_col1	row1395_col2	row1395_col3	656
1396	row1396_col1	row1396_col2	row1396_col3	7444
1397	row1397_col1	row1397_col2	row1397_col3	1022
1398	row1398_col1	row1398_col2	row1398_col3	2050
1399	row1399_col1	row1399_col2	row1399_col3	7078
1400	row1400_col1	row1400_col2	row1400_col3	5513
1401	row1401_col1	row1401_col2	row1401_col3	405
1402	row1402_col1	row1402_col2	row1402_col3	5901
1403	row1403_col1	row1403_col2	row1403_col3	207
1404	row1404_col1	row1404_col2	row1404_col3	1555
1405	row1405_col1	row1405_col2	row1405_col3	5967
1406	row1406_col1	row1406_col2	row1406_col3	6352
1407	row1407_col1	row1407_col2	row1407_col3	5419
1408	row1408_col1	row1408_col2	row1408_col3	9613
1409	row1409_col1	row1409_col2	row1409_col3	5679
1410	row1410_col1	row1410_col2	row1410_col3	1305
1411	row1411_col1	row1411_col2	row1411_col3	6378
1412	row1412_col1	row1412_col2	row1412_col3	4862
1413	row1413_col1	row1413_col2	row1413_col3	1867
1414	row1414_col1	row1414_col2	row1414_col3	7291
1415	row1415_col1	row1415_col2	row1415_col3	5938
1416	row1416_col1	row1416_col2	row1416_col3	9269
1417	row1417_col1	row1417_col2	row1417_col3	2506
1418	row1418_col1	row1418_col2	row1418_col3	1291
1419	row1419_col1	row1419_col2	row1419_col3	3461
1420	row1420_col1	row1420_col2	row1420_col3	5642
1421	row1421_col1	row1421_col2	row1421_col3	759
1422	row1422_col1	row1422_col2	row1422_col3	3598
1423	row1423_col1	row1423_col2	row1423_col3	9149
1424	row1424_col1	row1424_col2	row1424_col3	3431
1425	row1425_col1	row1425_col2	row1425_col3	842
1426	row1426_col1	row1426_col2	row1426_col3	9087
1427	row1427_col1	row1427_col2	row1427_col3	7647
1428	row1428_col1	row1428_col2	row1428_col3	4796
1429	row1429_col1	row1429_col2	row1429_col3	5753
1430	row1430_col1	row1430_col2	row1430_col3	816
1431	row1431_col1	row1431_col2	row1431_col3	4391
1432	row1432_col1	row1432_col2	row1432_col3	1970
1433	row1433_col1	row1433_col2	row1433_col3	4290
1434	row1434_col1	row1434_col2	row1434_col3	9450
1435	row1435_col1	row1435_col2	row1435_col3	3314
1436	row1436_col1	row1436_col2	row1436_col3	2705
1437	row1437_col1	row1437_col2	row1437_col3	230
1438	row1438_col1	row1438_col2	row1438_col3	1638
1439	row1439_col1	row1439_col2	row1439_col3	3072
1440	row1440_col1	row1440_col2	row1440_col3	4513
1441	row1441_col1	row1441_col2	row1441_col3	9080
1442	row1442_col1	row1442_col2	row1442_col3	279
1443	row1443_col1	row1443_col2	row1443_col3	9497
1444	row1444_col1	row1444_col2	row1444_col3	2881
1445	row1445_col1	row1445_col2	row1445_col3	5009
1446	row1446_col1	row1446_col2	row1446_col3	5412
1447	row1447_col1	row1447_col2	row1447_col3	2301
1448	row1448_col1	row1448_col2	row1448_col3	258
1449	row1449_col1	row1449_col2	row1449_col3	4855
1450	row1450_col1	row1450_col2	row1450_col3	1502
1451	row1451_col1	row1451_col2	row1451_col3	5079
1452	row1452_col1	row1452_col2	row1452_col3	4455
1453	row1453_col1	row1453_col2	row1453_col3	1746
1454	row1454_col1	row1454_col2	row1454_col3	8646
1455	row1455_col1	row1455_col2	row1455_col3	6198
1456	row1456_col1	row1456_col2	row1456_col3	4774
1457	row1457_col1	row1457_col2	row1457_col3	8608
1458	row1458_col1	row1458_col2	row1458_col3	7941
1459	row1459_col1	row1459_col2	row1459_col3	2589
1460	row1460_col1	row1460_col2	row1460_col3	8905
1461	row1461_col1	row1461_col2	row1461_col3	8030
1462	row1462_col1	row1462_col2	row1462_col3	5957
1463	row1463_col1	row1463_col2	row1463_col3	4875
1464	row1464_col1	row1464_col2	row1464_col3	6974
1465	row1465_col1	row1465_col2	row1465_col3	1649
1466	row1466_col1	row1466_col2	row1466_col3	3963
1467	row1467_col1	row1467_col2	row1467_col3	9895
1468	row1468_col1	row1468_col2	row1468_col3	8259
1469	row1469_col1	row1469_col2	row1469_col3	6367
1470	row1470_col1	row1470_col2	row1470_col3	3048
1471	row1471_col1	row1471_col2	row1471_col3	4930
1472	row1472_col1	row1472_col2	row1472_col3	5555
1473	row1473_col1	row1473_col2	row1473_col3	8039
1474	row1474_col1	row1474_col2	row1474_col3	5876
1475	row1475_col1	row1475_col2	row1475_col3	9571
1476	row1476_col1	row1476_col2	row1476_col3	7260
1477	row1477_col1	row1477_col2	row1477_col3	3187
1478	row1478_col1	row1478_col2	row1478_col3	7329
1479	row1479_col1	row1479_col2	row1479_col3	3279
1480	row1480_col1	row1480_col2	row1480_col3	8531
1481	row1481_col1	row1481_col2	row1481_col3	900
1482	row1482_col1	row1482_col2	row1482_col3	6718
1483	row1483_col1	row1483_col2	row1483_col3	5473
1484	row1484_col1	row1484_col2	row1484_col3	1212
1485	row1485_col1	row1485_col2	row1485_col3	9654
1486	row1486_col1	row1486_col2	row1486_col3	8992
1487	row1487_col1	row1487_col2	row1487_col3	2044
1488	row1488_col1	row1488_col2	row1488_col3	1851
1489	row1489_col1	row1489_col2	row1489_col3	3614
1490	row1490_col1	row1490_col2	row1490_col3	2992
1491	row1491_col1	row1491_col2	row1491_col3	4747
1492	row1492_col1	row1492_col2	row1492_col3	4994
1493	row1493_col1	row1493_col2	row1493_col3	2356
1494	row1494_col1	row1494_col2	row1494_col3	9134
1495	row1495_col1	row1495_col2	row1495_col3	8663
1496	row1496_col1	row1496_col2	row1496_col3	8970
1497	row1497_col1	row1497_col2	row1497_col3	2604
1498	row1498_col1	row1498_col2	row1498_col3	5508
1499	row1499_col1	row1499_col2	row1499_col3	9060
1500	row1500_col1	row1500_col2	row1500_col3	673
1501	row1501_col1	row1501_col2	row1501_col3	4140
1502	row1502_col1	row1502_col2	row1502_col3	3029
1503	row1503_col1	row1503_col2	row1503_col3	7696
1504	row1504_col1	row1504_col2	row1504_col3	7152
1505	row1505_col1	row1505_col2	row1505_col3	2411
1506	row1506_col1	row1506_col2	row1506_col3	4334
1507	row1507_col1	row1507_col2	row1507_col3	941
1508	row1508_col1	row1508_col2	row1508_col3	2504
1509	row1509_col1	row1509_col2	row1509_col3	5481
1510	row1510_col1	row1510_col2	row1510_col3	2348
1511	row1511_col1	row1511_col2	row1511_col3	1760
1512	row1512_col1	row1512_col2	row1512_col3	3637
1513	row1513_col1	row1513_col2	row1513_col3	80
1514	row1514_col1	row1514_col2	row1514_col3	4194
1515	row1515_col1	row1515_col2	row1515_col3	7553
1516	row1516_col1	row1516_col2	row1516_col3	680
1517	row1517_col1	row1517_col2	row1517_col3	3603
1518	row1518_col1	row1518_col2	row1518_col3	3611
1519	row1519_col1	row1519_col2	row1519_col3	6361
1520	row1520_col1	row1520_col2	row1520_col3	3833
1521	row1521_col1	row1521_col2	row1521_col3	3832
1522	row1522_col1	row1522_col2	row1522_col3	3265
1523	row1523_col1	row1523_col2	row1523_col3	2135
1524	row1524_col1	row1524_col2	row1524_col3	7022
1525	row1525_col1	row1525_col2	row1525_col3	9907
1526	row1526_col1	row1526_col2	row1526_col3	4603
1527	row1527_col1	row1527_col2	row1527_col3	5918
1528	row1528_col1	row1528_col2	row1528_col3	2586
1529	row1529_col1	row1529_col2	row1529_col3	2895
1530	row1530_col1	row1530_col2	row1530_col3	8343
1531	row1531_col1	row1531_col2	row1531_col3	4288
1532	row1532_col1	row1532_col2	row1532_col3	4643
1533	row1533_col1	row1533_col2	row1533_col3	4638
1534	row1534_col1	row1534_col2	row1534_col3	118
1535	row1535_col1	row1535_col2	row1535_col3	3412
1536	row1536_col1	row1536_col2	row1536_col3	9562
1537	row1537_col1	row1537_col2	row1537_col3	6727
1538	row1538_col1	row1538_col2	row1538_col3	8737
1539	row1539_col1	row1539_col2	row1539_col3	8612
1540	row1540_col1	row1540_col2	row1540_col3	2618
1541	row1541_col1	row1541_col2	row1541_col3	9321
1542	row1542_col1	row1542_col2	row1542_col3	997
1543	row1543_col1	row1543_col2	row1543_col3	8960
1544	row1544_col1	row1544_col2	row1544_col3	8876
1545	row1545_col1	row1545_col2	row1545_col3	8221
1546	row1546_col1	row1546_col2	row1546_col3	8514
1547	row1547_col1	row1547_col2	row1547_col3	8918
1548	row1548_col1	row1548_col2	row1548_col3	3511
1549	row1549_col1	row1549_col2	row1549_col3	8016
1550	row1550_col1	row1550_col2	row1550_col3	6626
1551	row1551_col1	row1551_col2	row1551_col3	4775
1552	row1552_col1	row1552_col2	row1552_col3	5706
1553	row1553_col1	row1553_col2	row1553_col3	5763
1554	row1554_col1	row1554_col2	row1554_col3	9296
1555	row1555_col1	row1555_col2	row1555_col3	7238
1556	row1556_col1	row1556_col2	row1556_col3	8374
1557	row1557_col1	row1557_col2	row1557_col3	961
1558	row1558_col1	row1558_col2	row1558_col3	8898
1559	row1559_col1	row1559_col2	row1559_col3	3010
1560	row1560_col1	row1560_col2	row1560_col3	8945
1561	row1561_col1	row1561_col2	row1561_col3	5867
1562	row1562_col1	row1562_col2	row1562_col3	5612
1563	row1563_col1	row1563_col2	row1563_col3	4248
1564	row1564_col1	row1564_col2	row1564_col3	7958
1565	row1565_col1	row1565_col2	row1565_col3	4848
1566	row1566_col1	row1566_col2	row1566_col3	7077
1567	row1567_col1	row1567_col2	row1567_col3	3453
1568	row1568_col1	row1568_col2	row1568_col3	8870
1569	row1569_col1	row1569_col2	row1569_col3	9382
1570	row1570_col1	row1570_col2	row1570_col3	8665
1571	row1571_col1	row1571_col2	row1571_col3	3327
1572	row1572_col1	row1572_col2	row1572_col3	6931
1573	row1573_col1	row1573_col2	row1573_col3	2310
1574	row1574_col1	row1574_col2	row1574_col3	235
1575	row1575_col1	row1575_col2	row1575_col3	3388
1576	row1576_col1	row1576_col2	row1576_col3	5117
1577	row1577_col1	row1577_col2	row1577_col3	3113
1578	row1578_col1	row1578_col2	row1578_col3	5409
1579	row1579_col1	row1579_col2	row1579_col3	1316
1580	row1580_col1	row1580_col2	row1580_col3	2657
1581	row1581_col1	row1581_col2	row1581_col3	7508
1582	row1582_col1	row1582_col2	row1582_col3	3053
1583	row1583_col1	row1583_col2	row1583_col3	2476
1584	row1584_col1	row1584_col2	row1584_col3	319
1585	row1585_col1	row1585_col2	row1585_col3	9413
1586	row1586_col1	row1586_col2	row1586_col3	5814
1587	row1587_col1	row1587_col2	row1587_col3	2638
1588	row1588_col1	row1588_col2	row1588_col3	3533
1589	row1589_col1	row1589_col2	row1589_col3	6639
1590	row1590_col1	row1590_col2	row1590_col3	1541
1591	row1591_col1	row1591_col2	row1591_col3	8549
1592	row1592_col1	row1592_col2	row1592_col3	515
1593	row1593_col1	row1593_col2	row1593_col3	4530
1594	row1594_col1	row1594_col2	row1594_col3	1158
1595	row1595_col1	row1595_col2	row1595_col3	9180
1596	row1596_col1	row1596_col2	row1596_col3	3778
1597	row1597_col1	row1597_col2	row1597_col3	5780
1598	row1598_col1	row1598_col2	row1598_col3	5638
1599	row1599_col1	row1599_col2	row1599_col3	3953
1600	row1600_col1	row1600_col2	row1600_col3	375
1601	row1601_col1	row1601_col2	row1601_col3	4009
1602	row1602_col1	row1602_col2	row1602_col3	742
1603	row1603_col1	row1603_col2	row1603_col3	1711
1604	row1604_col1	row1604_col2	row1604_col3	4280
1605	row1605_col1	row1605_col2	row1605_col3	992
1606	row1606_col1	row1606_col2	row1606_col3	5619
1607	row1607_col1	row1607_col2	row1607_col3	1301
1608	row1608_col1	row1608_col2	row1608_col3	8203
1609	row1609_col1	row1609_col2	row1609_col3	7452
1610	row1610_col1	row1610_col2	row1610_col3	9156
1611	row1611_col1	row1611_col2	row1611_col3	6944
1612	row1612_col1	row1612_col2	row1612_col3	6384
1613	row1613_col1	row1613_col2	row1613_col3	7959
1614	row1614_col1	row1614_col2	row1614_col3	898
1615	row1615_col1	row1615_col2	row1615_col3	7605
1616	row1616_col1	row1616_col2	row1616_col3	9629
1617	row1617_col1	row1617_col2	row1617_col3	7499
1618	row1618_col1	row1618_col2	row1618_col3	5178
1619	row1619_col1	row1619_col2	row1619_col3	5735
1620	row1620_col1	row1620_col2	row1620_col3	5247
1621	row1621_col1	row1621_col2	row1621_col3	6138
1622	row1622_col1	row1622_col2	row1622_col3	6979
1623	row1623_col1	row1623_col2	row1623_col3	7346
1624	row1624_col1	row1624_col2	row1624_col3	323
1625	row1625_col1	row1625_col2	row1625_col3	8307
1626	row1626_col1	row1626_col2	row1626_col3	7543
1627	row1627_col1	row1627_col2	row1627_col3	239
1628	row1628_col1	row1628_col2	row1628_col3	9457
1629	row1629_col1	row1629_col2	row1629_col3	2124
1630	row1630_col1	row1630_col2	row1630_col3	4546
1631	row1631_col1	row1631_col2	row1631_col3	4058
1632	row1632_col1	row1632_col2	row1632_col3	5870
1633	row1633_col1	row1633_col2	row1633_col3	582
1634	row1634_col1	row1634_col2	row1634_col3	1353
1635	row1635_col1	row1635_col2	row1635_col3	4050
1636	row1636_col1	row1636_col2	row1636_col3	3966
