id	col1	col2	col3	random
1316	row1316_col1	row1316_col2	row1316_col3	8929
1317	row1317_col1	row1317_col2	row1317_col3	7058
1318	row1318_col1	row1318_col2	row1318_col3	5188
1319	row1319_col1	row1319_col2	row1319_col3	939
1320	row1320_col1	row1320_col2	row1320_col3	5729
1321	row1321_col1	row1321_col2	row1321_col3	2435
1322	row1322_col1	row1322_col2	row1322_col3	9437
1323	row1323_col1	row1323_col2	row1323_col3	5806
1324	row1324_col1	row1324_col2	row1324_col3	4312
1325	row1325_col1	row1325_col2	row1325_col3	5984
1326	row1326_col1	row1326_col2	row1326_col3	4083
1327	row1327_col1	row1327_col2	row1327_col3	3786
1328	row1328_col1	row1328_col2	row1328_col3	1167
1329	row1329_col1	row1329_col2	row1329_col3	9786
1330	row1330_col1	row1330_col2	row1330_col3	5356
1331	row1331_col1	row1331_col2	row1331_col3	6205
1332	row1332_col1	row1332_col2	row1332_col3	1754
1333	row1333_col1	row1333_col2	row1333_col3	4444
1334	row1334_col1	row1334_col2	row1334_col3	351
1335	row1335_col1	row1335_col2	row1335_col3	9742
1336	row1336_col1	row1336_col2	row1336_col3	1087
1337	row1337_col1	row1337_col2	row1337_col3	9766
1338	row1338_col1	row1338_col2	row1338_col3	3383
1339	row1339_col1	row1339_col2	row1339_col3	174
1340	row1340_col1	row1340_col2	row1340_col3	4023
1341	row1341_col1	row1341_col2	row1341_col3	3839
1342	row1342_col1	row1342_col2	row1342_col3	5186
1343	row1343_col1	row1343_col2	row1343_col3	4653
1344	row1344_col1	row1344_col2	row1344_col3	9902
1345	row1345_col1	row1345_col2	row1345_col3	5
1346	row1346_col1	row1346_col2	row1346_col3	445
1347	row1347_col1	row1347_col2	row1347_col3	7300
1348	row1348_col1	row1348_col2	row1348_col3	8110
1349	row1349_col1	row1349_col2	row1349_col3	3634
1350	row1350_col1	row1350_col2	row1350_col3	3317
1351	row1351_col1	row1351_col2	row1351_col3	957
1352	row1352_col1	row1352_col2	row1352_col3	6927
1353	row1353_col1	row1353_col2	row1353_col3	1015
1354	row1354_col1	row1354_col2	row1354_col3	9299
1355	row1355_col1	row1355_col2	row1355_col3	4675
1356	row1356_col1	row1356_col2	row1356_col3	1275
1357	row1357_col1	row1357_col2	row1357_col3	4890
1358	row1358_col1	row1358_col2	row1358_col3	5463
1359	row1359_col1	row1359_col2	row1359_col3	241
1360	row1360_col1	row1360_col2	row1360_col3	9289
1361	row1361_col1	row1361_col2	row1361_col3	6471
1362	row1362_col1	row1362_col2	row1362_col3	2419
1363	row1363_col1	row1363_col2	row1363_col3	9260
1364	row1364_col1	row1364_col2	row1364_col3	6489
1365	row1365_col1	row1365_col2	row1365_col3	6766
1366	row1366_col1	row1366_col2	row1366_col3	394
1367	row1367_col1	row1367_col2	row1367_col3	5035
1368	row1368_col1	row1368_col2	row1368_col3	1954
1369	row1369_col1	row1369_col2	row1369_col3	5401
1370	row1370_col1	row1370_col2	row1370_col3	186
1371	row1371_col1	row1371_col2	row1371_col3	1532
1372	row1372_col1	row1372_col2	row1372_col3	8897
1373	row1373_col1	row1373_col2	row1373_col3	7854
1374	row1374_col1	row1374_col2	row1374_col3	368
1375	row1375_col1	row1375_col2	row1375_col3	4606
1376	row1376_col1	row1376_col2	row1376_col3	6638
1377	row1377_col1	row1377_col2	row1377_col3	4785
1378	row1378_col1	row1378_col2	row1378_col3	1217
1379	row1379_col1	row1379_col2	row1379_col3	771
1380	row1380_col1	row1380_col2	row1380_col3	3093
1381	row1381_col1	row1381_col2	row1381_col3	6763
1382	row1382_col1	row1382_col2	row1382_col3	3818
1383	row1383_col1	row1383_col2	row1383_col3	4326
1384	row1384_col1	row1384_col2	row1384_col3	1676
1385	row1385_col1	row1385_col2	row1385_col3	1804
1386	row1386_col1	row1386_col2	row1386_col3	4629
1387	row1387_col1	row1387_col2	row1387_col3	4800
1388	row1388_col1	row1388_col2	row1388_col3	3622
1389	row1389_col1	row1389_col2	row1389_col3	6548
1390	row1390_col1	row1390_col2	row1390_col3	9906
1391	row1391_col1	row1391_col2	row1391_col3	1510
1392	row1392_col1	row1392_col2	row1392_col3	9568
1393	row1393_col1	row1393_col2	row1393_col3	8711
1394	row1394_col1	row1394_col2	row1394_col3	8915
1395	row1395_col1	row1395_col2	row1395_col3	8236
1396	row1396_col1	row1396_col2	row1396_col3	5172
1397	row1397_col1	row1397_col2	row1397_col3	6931
1398	row1398_col1	row1398_col2	row1398_col3	1755
1399	row1399_col1	row1399_col2	row1399_col3	7481
1400	row1400_col1	row1400_col2	row1400_col3	5475
1401	row1401_col1	row1401_col2	row1401_col3	2317
1402	row1402_col1	row1402_col2	row1402_col3	1778
1403	row1403_col1	row1403_col2	row1403_col3	2388
1404	row1404_col1	row1404_col2	row1404_col3	6066
1405	row1405_col1	row1405_col2	row1405_col3	4027
1406	row1406_col1	row1406_col2	row1406_col3	8609
1407	row1407_col1	row1407_col2	row1407_col3	2520
1408	row1408_col1	row1408_col2	row1408_col3	5392
1409	row1409_col1	row1409_col2	row1409_col3	2924
1410	row1410_col1	row1410_col2	row1410_col3	5749
1411	row1411_col1	row1411_col2	row1411_col3	6118
1412	row1412_col1	row1412_col2	row1412_col3	149
1413	row1413_col1	row1413_col2	row1413_col3	9539
1414	row1414_col1	row1414_col2	row1414_col3	72
1415	row1415_col1	row1415_col2	row1415_col3	9063
1416	row1416_col1	row1416_col2	row1416_col3	2060
1417	row1417_col1	row1417_col2	row1417_col3	3441
1418	row1418_col1	row1418_col2	row1418_col3	2537
1419	row1419_col1	row1419_col2	row1419_col3	9699
1420	row1420_col1	row1420_col2	row1420_col3	8609
1421	row1421_col1	row1421_col2	row1421_col3	9828
1422	row1422_col1	row1422_col2	row1422_col3	4464
1423	row1423_col1	row1423_col2	row1423_col3	7550
1424	row1424_col1	row1424_col2	row1424_col3	4340
1425	row1425_col1	row1425_col2	row1425_col3	1828
1426	row1426_col1	row1426_col2	row1426_col3	2649
1427	row1427_col1	row1427_col2	row1427_col3	1067
1428	row1428_col1	row1428_col2	row1428_col3	2644
1429	row1429_col1	row1429_col2	row1429_col3	5152
1430	row1430_col1	row1430_col2	row1430_col3	3596
1431	row1431_col1	row1431_col2	row1431_col3	4325
1432	row1432_col1	row1432_col2	row1432_col3	940
1433	row1433_col1	row1433_col2	row1433_col3	449
1434	row1434_col1	row1434_col2	row1434_col3	4440
1435	row1435_col1	row1435_col2	row1435_col3	9855
1436	row1436_col1	row1436_col2	row1436_col3	5744
1437	row1437_col1	row1437_col2	row1437_col3	1487
1438	row1438_col1	row1438_col2	row1438_col3	7735
1439	row1439_col1	row1439_col2	row1439_col3	45
1440	row1440_col1	row1440_col2	row1440_col3	8979
1441	row1441_col1	row1441_col2	row1441_col3	2737
1442	row1442_col1	row1442_col2	row1442_col3	878
1443	row1443_col1	row1443_col2	row1443_col3	6711
1444	row1444_col1	row1444_col2	row1444_col3	8204
1445	row1445_col1	row1445_col2	row1445_col3	4022
1446	row1446_col1	row1446_col2	row1446_col3	5775
1447	row1447_col1	row1447_col2	row1447_col3	4684
1448	row1448_col1	row1448_col2	row1448_col3	1574
1449	row1449_col1	row1449_col2	row1449_col3	4275
1450	row1450_col1	row1450_col2	row1450_col3	7682
1451	row1451_col1	row1451_col2	row1451_col3	2982
1452	row1452_col1	row1452_col2	row1452_col3	4558
1453	row1453_col1	row1453_col2	row1453_col3	1049
1454	row1454_col1	row1454_col2	row1454_col3	6908
1455	row1455_col1	row1455_col2	row1455_col3	3107
1456	row1456_col1	row1456_col2	row1456_col3	7739
1457	row1457_col1	row1457_col2	row1457_col3	9870
1458	row1458_col1	row1458_col2	row1458_col3	6375
1459	row1459_col1	row1459_col2	row1459_col3	1666
1460	row1460_col1	row1460_col2	row1460_col3	7777
1461	row1461_col1	row1461_col2	row1461_col3	6605
1462	row1462_col1	row1462_col2	row1462_col3	852
1463	row1463_col1	row1463_col2	row1463_col3	8637
1464	row1464_col1	row1464_col2	row1464_col3	4658
1465	row1465_col1	row1465_col2	row1465_col3	7836
1466	row1466_col1	row1466_col2	row1466_col3	593
1467	row1467_col1	row1467_col2	row1467_col3	76
1468	row1468_col1	row1468_col2	row1468_col3	3412
1469	row1469_col1	row1469_col2	row1469_col3	8177
1470	row1470_col1	row1470_col2	row1470_col3	5289
1471	row1471_col1	row1471_col2	row1471_col3	676
1472	row1472_col1	row1472_col2	row1472_col3	774
1473	row1473_col1	row1473_col2	row1473_col3	6692
1474	row1474_col1	row1474_col2	row1474_col3	3412
1475	row1475_col1	row1475_col2	row1475_col3	2432
1476	row1476_col1	row1476_col2	row1476_col3	853
1477	row1477_col1	row1477_col2	row1477_col3	9988
1478	row1478_col1	row1478_col2	row1478_col3	4341
1479	row1479_col1	row1479_col2	row1479_col3	8025
1480	row1480_col1	row1480_col2	row1480_col3	4989
1481	row1481_col1	row1481_col2	row1481_col3	2398
1482	row1482_col1	row1482_col2	row1482_col3	6886
1483	row1483_col1	row1483_col2	row1483_col3	4918
1484	row1484_col1	row1484_col2	row1484_col3	8454
1485	row1485_col1	row1485_col2	row1485_col3	3807
1486	row1486_col1	row1486_col2	row1486_col3	201
1487	row1487_col1	row1487_col2	row1487_col3	9435
1488	row1488_col1	row1488_col2	row1488_col3	4493
1489	row1489_col1	row1489_col2	row1489_col3	3612
1490	row1490_col1	row1490_col2	row1490_col3	8904
1491	row1491_col1	row1491_col2	row1491_col3	9585
1492	row1492_col1	row1492_col2	row1492_col3	4482
1493	row1493_col1	row1493_col2	row1493_col3	7607
1494	row1494_col1	row1494_col2	row1494_col3	81
1495	row1495_col1	row1495_col2	row1495_col3	8964
1496	row1496_col1	row1496_col2	row1496_col3	9473
1497	row1497_col1	row1497_col2	row1497_col3	2051
1498	row1498_col1	row1498_col2	row1498_col3	8137
1499	row1499_col1	row1499_col2	row1499_col3	9873
1500	row1500_col1	row1500_col2	row1500_col3	2091
1501	row1501_col1	row1501_col2	row1501_col3	8138
1502	row1502_col1	row1502_col2	row1502_col3	2495
1503	row1503_col1	row1503_col2	row1503_col3	6238
1504	row1504_col1	row1504_col2	row1504_col3	4926
1505	row1505_col1	row1505_col2	row1505_col3	5758
1506	row1506_col1	row1506_col2	row1506_col3	9677
1507	row1507_col1	row1507_col2	row1507_col3	578
1508	row1508_col1	row1508_col2	row1508_col3	515
1509	row1509_col1	row1509_col2	row1509_col3	9285
1510	row1510_col1	row1510_col2	row1510_col3	4885
1511	row1511_col1	row1511_col2	row1511_col3	2012
1512	row1512_col1	row1512_col2	row1512_col3	195
1513	row1513_col1	row1513_col2	row1513_col3	16
1514	row1514_col1	row1514_col2	row1514_col3	9916
1515	row1515_col1	row1515_col2	row1515_col3	9800
1516	row1516_col1	row1516_col2	row1516_col3	5278
1517	row1517_col1	row1517_col2	row1517_col3	4772
1518	row1518_col1	row1518_col2	row1518_col3	5476
1519	row1519_col1	row1519_col2	row1519_col3	9396
1520	row1520_col1	row1520_col2	row1520_col3	7716
1521	row1521_col1	row1521_col2	row1521_col3	9984
1522	row1522_col1	row1522_col2	row1522_col3	4197
1523	row1523_col1	row1523_col2	row1523_col3	4654
1524	row1524_col1	row1524_col2	row1524_col3	3348
1525	row1525_col1	row1525_col2	row1525_col3	6661
1526	row1526_col1	row1526_col2	row1526_col3	8300
1527	row1527_col1	row1527_col2	row1527_col3	6938
1528	row1528_col1	row1528_col2	row1528_col3	5432
1529	row1529_col1	row1529_col2	row1529_col3	7559
1530	row1530_col1	row1530_col2	row1530_col3	4127
1531	row1531_col1	row1531_col2	row1531_col3	2022
1532	row1532_col1	row1532_col2	row1532_col3	6233
1533	row1533_col1	row1533_col2	row1533_col3	9748
1534	row1534_col1	row1534_col2	row1534_col3	2949
1535	row1535_col1	row1535_col2	row1535_col3	3036
1536	row1536_col1	row1536_col2	row1536_col3	2082
1537	row1537_col1	row1537_col2	row1537_col3	7537
1538	row1538_col1	row1538_col2	row1538_col3	330
1539	row1539_col1	row1539_col2	row1539_col3	9116
1540	row1540_col1	row1540_col2	row1540_col3	6277
1541	row1541_col1	row1541_col2	row1541_col3	121
1542	row1542_col1	row1542_col2	row1542_col3	4959
1543	row1543_col1	row1543_col2	row1543_col3	4588
1544	row1544_col1	row1544_col2	row1544_col3	5999
1545	row1545_col1	row1545_col2	row1545_col3	570
1546	row1546_col1	row1546_col2	row1546_col3	3410
1547	row1547_col1	row1547_col2	row1547_col3	1378
1548	row1548_col1	row1548_col2	row1548_col3	8390
1549	row1549_col1	row1549_col2	row1549_col3	7012
1550	row1550_col1	row1550_col2	row1550_col3	3244
1551	row1551_col1	row1551_col2	row1551_col3	5792
1552	row1552_col1	row1552_col2	row1552_col3	8243
1553	row1553_col1	row1553_col2	row1553_col3	7990
1554	row1554_col1	row1554_col2	row1554_col3	3870
1555	row1555_col1	row1555_col2	row1555_col3	1002
1556	row1556_col1	row1556_col2	row1556_col3	8258
1557	row1557_col1	row1557_col2	row1557_col3	7400
1558	row1558_col1	row1558_col2	row1558_col3	5365
1559	row1559_col1	row1559_col2	row1559_col3	1932
1560	row1560_col1	row1560_col2	row1560_col3	5048
1561	row1561_col1	row1561_col2	row1561_col3	2684
1562	row1562_col1	row1562_col2	row1562_col3	1599
1563	row1563_col1	row1563_col2	row1563_col3	7859
1564	row1564_col1	row1564_col2	row1564_col3	4022
1565	row1565_col1	row1565_col2	row1565_col3	9626
1566	row1566_col1	row1566_col2	row1566_col3	8579
1567	row1567_col1	row1567_col2	row1567_col3	4327
1568	row1568_col1	row1568_col2	row1568_col3	3312
1569	row1569_col1	row1569_col2	row1569_col3	9080
1570	row1570_col1	row1570_col2	row1570_col3	3518
1571	row1571_col1	row1571_col2	row1571_col3	1563
1572	row1572_col1	row1572_col2	row1572_col3	2133
1573	row1573_col1	row1573_col2	row1573_col3	7112
1574	row1574_col1	row1574_col2	row1574_col3	9345
1575	row1575_col1	row1575_col2	row1575_col3	5871
1576	row1576_col1	row1576_col2	row1576_col3	3607
1577	row1577_col1	row1577_col2	row1577_col3	7748
1578	row1578_col1	row1578_col2	row1578_col3	4396
1579	row1579_col1	row1579_col2	row1579_col3	768
1580	row1580_col1	row1580_col2	row1580_col3	1671
1581	row1581_col1	row1581_col2	row1581_col3	2029
1582	row1582_col1	row1582_col2	row1582_col3	7145
1583	row1583_col1	row1583_col2	row1583_col3	1077
1584	row1584_col1	row1584_col2	row1584_col3	6872
1585	row1585_col1	row1585_col2	row1585_col3	6700
1586	row1586_col1	row1586_col2	row1586_col3	9278
1587	row1587_col1	row1587_col2	row1587_col3	2877
1588	row1588_col1	row1588_col2	row1588_col3	2802
1589	row1589_col1	row1589_col2	row1589_col3	7625
1590	row1590_col1	row1590_col2	row1590_col3	9625
1591	row1591_col1	row1591_col2	row1591_col3	9266
1592	row1592_col1	row1592_col2	row1592_col3	1482
1593	row1593_col1	row1593_col2	row1593_col3	1196
1594	row1594_col1	row1594_col2	row1594_col3	2083
1595	row1595_col1	row1595_col2	row1595_col3	7819
1596	row1596_col1	row1596_col2	row1596_col3	745
1597	row1597_col1	row1597_col2	row1597_col3	615
1598	row1598_col1	row1598_col2	row1598_col3	4703
1599	row1599_col1	row1599_col2	row1599_col3	706
1600	row1600_col1	row1600_col2	row1600_col3	4204
1601	row1601_col1	row1601_col2	row1601_col3	1648
1602	row1602_col1	row1602_col2	row1602_col3	7459
1603	row1603_col1	row1603_col2	row1603_col3	8707
1604	row1604_col1	row1604_col2	row1604_col3	8552
1605	row1605_col1	row1605_col2	row1605_col3	721
1606	row1606_col1	row1606_col2	row1606_col3	9941
1607	row1607_col1	row1607_col2	row1607_col3	680
1608	row1608_col1	row1608_col2	row1608_col3	9053
1609	row1609_col1	row1609_col2	row1609_col3	2072
1610	row1610_col1	row1610_col2	row1610_col3	2806
1611	row1611_col1	row1611_col2	row1611_col3	6030
1612	row1612_col1	row1612_col2	row1612_col3	9614
1613	row1613_col1	row1613_col2	row1613_col3	4809
1614	row1614_col1	row1614_col2	row1614_col3	6305
1615	row1615_col1	row1615_col2	row1615_col3	2535
1616	row1616_col1	row1616_col2	row1616_col3	1473
1617	row1617_col1	row1617_col2	row1617_col3	3399
1618	row1618_col1	row1618_col2	row1618_col3	1449
1619	row1619_col1	row1619_col2	row1619_col3	1868
1620	row1620_col1	row1620_col2	row1620_col3	1603
1621	row1621_col1	row1621_col2	row1621_col3	2408
1622	row1622_col1	row1622_col2	row1622_col3	732
1623	row1623_col1	row1623_col2	row1623_col3	96
1624	row1624_col1	row1624_col2	row1624_col3	8699
1625	row1625_col1	row1625_col2	row1625_col3	5967
1626	row1626_col1	row1626_col2	row1626_col3	3877
1627	row1627_col1	row1627_col2	row1627_col3	9320
1628	row1628_col1	row1628_col2	row1628_col3	4406
1629	row1629_col1	row1629_col2	row1629_col3	5320
1630	row1630_col1	row1630_col2	row1630_col3	2271
1631	row1631_col1	row1631_col2	row1631_col3	1797
1632	row1632_col1	row1632_col2	row1632_col3	9751
1633	row1633_col1	row1633_col2	row1633_col3	6908
1634	row1634_col1	row1634_col2	row1634_col3	3609
1635	row1635_col1	row1635_col2	row1635_col3	1729
1636	row1636_col1	row1636_col2	row1636_col3	1206
1637	row1637_col1	row1637_col2	row1637_col3	2775
1638	row1638_col1	row1638_col2	row1638_col3	8884
1639	row1639_col1	row1639_col2	row1639_col3	1301
1640	row1640_col1	row1640_col2	row1640_col3	5091
1641	row1641_col1	row1641_col2	row1641_col3	4789
1642	row1642_col1	row1642_col2	row1642_col3	4191
1643	row1643_col1	row1643_col2	row1643_col3	4946
1644	row1644_col1	row1644_col2	row1644_col3	5383
1645	row1645_col1	row1645_col2	row1645_col3	6998
1646	row1646_col1	row1646_col2	row1646_col3	7433
1647	row1647_col1	row1647_col2	row1647_col3	8669
1648	row1648_col1	row1648_col2	row1648_col3	5344
1649	row1649_col1	row1649_col2	row1649_col3	3927
1650	row1650_col1	row1650_col2	row1650_col3	6920
1651	row1651_col1	row1651_col2	row1651_col3	1433
1652	row1652_col1	row1652_col2	row1652_col3	8309
1653	row1653_col1	row1653_col2	row1653_col3	2775
1654	row1654_col1	row1654_col2	row1654_col3	1460
1655	row1655_col1	row1655_col2	row1655_col3	8130
1656	row1656_col1	row1656_col2	row1656_col3	5678
1657	row1657_col1	row1657_col2	row1657_col3	9815
1658	row1658_col1	row1658_col2	row1658_col3	4031
1659	row1659_col1	row1659_col2	row1659_col3	5379
1660	row1660_col1	row1660_col2	row1660_col3	7258
1661	row1661_col1	row1661_col2	row1661_col3	3997
1662	row1662_col1	row1662_col2	row1662_col3	1159
1663	row1663_col1	row1663_col2	row1663_col3	969
1664	row1664_col1	row1664_col2	row1664_col3	3828
1665	row1665_col1	row1665_col2	row1665_col3	2749
1666	row1666_col1	row1666_col2	row1666_col3	5309
1667	row1667_col1	row1667_col2	row1667_col3	1448
1668	row1668_col1	row1668_col2	row1668_col3	6337
1669	row1669_col1	row1669_col2	row1669_col3	4533
1670	row1670_col1	row1670_col2	row1670_col3	9198
1671	row1671_col1	row1671_col2	row1671_col3	4166
1672	row1672_col1	row1672_col2	row1672_col3	4159
1673	row1673_col1	row1673_col2	row1673_col3	794
1674	row1674_col1	row1674_col2	row1674_col3	5140
1675	row1675_col1	row1675_col2	row1675_col3	5229
1676	row1676_col1	row1676_col2	row1676_col3	7174
1677	row1677_col1	row1677_col2	row1677_col3	3275
1678	row1678_col1	row1678_col2	row1678_col3	270
1679	row1679_col1	row1679_col2	row1679_col3	8409
1680	row1680_col1	row1680_col2	row1680_col3	5525
1681	row1681_col1	row1681_col2	row1681_col3	9802
1682	row1682_col1	row1682_col2	row1682_col3	2579
1683	row1683_col1	row1683_col2	row1683_col3	6524
1684	row1684_col1	row1684_col2	row1684_col3	8758
1685	row1685_col1	row1685_col2	row1685_col3	5376
1686	row1686_col1	row1686_col2	row1686_col3	1980
1687	row1687_col1	row1687_col2	row1687_col3	8601
1688	row1688_col1	row1688_col2	row1688_col3	5012
1689	row1689_col1	row1689_col2	row1689_col3	4150
1690	row1690_col1	row1690_col2	row1690_col3	4506
1691	row1691_col1	row1691_col2	row1691_col3	8210
1692	row1692_col1	row1692_col2	row1692_col3	1941
1693	row1693_col1	row1693_col2	row1693_col3	9061
1694	row1694_col1	row1694_col2	row1694_col3	5489
1695	row1695_col1	row1695_col2	row1695_col3	3950
1696	row1696_col1	row1696_col2	row1696_col3	2312
1697	row1697_col1	row1697_col2	row1697_col3	6501
1698	row1698_col1	row1698_col2	row1698_col3	6254
1699	row1699_col1	row1699_col2	row1699_col3	9082
1700	row1700_col1	row1700_col2	row1700_col3	4097
1701	row1701_col1	row1701_col2	row1701_col3	5675
1702	row1702_col1	row1702_col2	row1702_col3	1569
1703	row1703_col1	row1703_col2	row1703_col3	7799
1704	row1704_col1	row1704_col2	row1704_col3	2670
1705	row1705_col1	row1705_col2	row1705_col3	1896
1706	row1706_col1	row1706_col2	row1706_col3	3563
1707	row1707_col1	row1707_col2	row1707_col3	9251
1708	row1708_col1	row1708_col2	row1708_col3	2863
1709	row1709_col1	row1709_col2	row1709_col3	5826
1710	row1710_col1	row1710_col2	row1710_col3	3867
1711	row1711_col1	row1711_col2	row1711_col3	4527
1712	row1712_col1	row1712_col2	row1712_col3	4251
1713	row1713_col1	row1713_col2	row1713_col3	9089
1714	row1714_col1	row1714_col2	row1714_col3	2384
1715	row1715_col1	row1715_col2	row1715_col3	3195
1716	row1716_col1	row1716_col2	row1716_col3	9840
1717	row1717_col1	row1717_col2	row1717_col3	1313
1718	row1718_col1	row1718_col2	row1718_col3	9243
1719	row1719_col1	row1719_col2	row1719_col3	2114
1720	row1720_col1	row1720_col2	row1720_col3	3730
1721	row1721_col1	row1721_col2	row1721_col3	3345
1722	row1722_col1	row1722_col2	row1722_col3	5992
1723	row1723_col1	row1723_col2	row1723_col3	1010
1724	row1724_col1	row1724_col2	row1724_col3	7588
1725	row1725_col1	row1725_col2	row1725_col3	1310
1726	row1726_col1	row1726_col2	row1726_col3	8044
1727	row1727_col1	row1727_col2	row1727_col3	9200
1728	row1728_col1	row1728_col2	row1728_col3	5722
1729	row1729_col1	row1729_col2	row1729_col3	4996
1730	row1730_col1	row1730_col2	row1730_col3	477
1731	row1731_col1	row1731_col2	row1731_col3	1306
1732	row1732_col1	row1732_col2	row1732_col3	3044
1733	row1733_col1	row1733_col2	row1733_col3	4520
1734	row1734_col1	row1734_col2	row1734_col3	8262
1735	row1735_col1	row1735_col2	row1735_col3	668
1736	row1736_col1	row1736_col2	row1736_col3	832
1737	row1737_col1	row1737_col2	row1737_col3	1914
1738	row1738_col1	row1738_col2	row1738_col3	7722
1739	row1739_col1	row1739_col2	row1739_col3	3229
1740	row1740_col1	row1740_col2	row1740_col3	4864
1741	row1741_col1	row1741_col2	row1741_col3	1229
1742	row1742_col1	row1742_col2	row1742_col3	5754
1743	row1743_col1	row1743_col2	row1743_col3	3488
1744	row1744_col1	row1744_col2	row1744_col3	6029
1745	row1745_col1	row1745_col2	row1745_col3	885
1746	row1746_col1	row1746_col2	row1746_col3	5230
1747	row1747_col1	row1747_col2	row1747_col3	6731
1748	row1748_col1	row1748_col2	row1748_col3	6194
1749	row1749_col1	row1749_col2	row1749_col3	4695
1750	row1750_col1	row1750_col2	row1750_col3	4937
1751	row1751_col1	row1751_col2	row1751_col3	3968
1752	row1752_col1	row1752_col2	row1752_col3	3833
1753	row1753_col1	row1753_col2	row1753_col3	8287
1754	row1754_col1	row1754_col2	row1754_col3	3757
1755	row1755_col1	row1755_col2	row1755_col3	5972
1756	row1756_col1	row1756_col2	row1756_col3	5038
1757	row1757_col1	row1757_col2	row1757_col3	621
1758	row1758_col1	row1758_col2	row1758_col3	9719
1759	row1759_col1	row1759_col2	row1759_col3	5625
1760	row1760_col1	row1760_col2	row1760_col3	3637
1761	row1761_col1	row1761_col2	row1761_col3	4450
1762	row1762_col1	row1762_col2	row1762_col3	6686
1763	row1763_col1	row1763_col2	row1763_col3	5702
1764	row1764_col1	row1764_col2	row1764_col3	3058
1765	row1765_col1	row1765_col2	row1765_col3	6468
1766	row1766_col1	row1766_col2	row1766_col3	7767
1767	row1767_col1	row1767_col2	row1767_col3	1823
1768	row1768_col1	row1768_col2	row1768_col3	5522
1769	row1769_col1	row1769_col2	row1769_col3	9700
1770	row1770_col1	row1770_col2	row1770_col3	5777
1771	row1771_col1	row1771_col2	row1771_col3	8761
1772	row1772_col1	row1772_col2	row1772_col3	448
1773	row1773_col1	row1773_col2	row1773_col3	7041
1774	row1774_col1	row1774_col2	row1774_col3	1306
1775	row1775_col1	row1775_col2	row1775_col3	5038
1776	row1776_col1	row1776_col2	row1776_col3	7023
1777	row1777_col1	row1777_col2	row1777_col3	8007
1778	row1778_col1	row1778_col2	row1778_col3	5041
1779	row1779_col1	row1779_col2	row1779_col3	6494
1780	row1780_col1	row1780_col2	row1780_col3	8744
1781	row1781_col1	row1781_col2	row1781_col3	5062
1782	row1782_col1	row1782_col2	row1782_col3	5437
1783	row1783_col1	row1783_col2	row1783_col3	663
1784	row1784_col1	row1784_col2	row1784_col3	9964
1785	row1785_col1	row1785_col2	row1785_col3	2829
1786	row1786_col1	row1786_col2	row1786_col3	2382
1787	row1787_col1	row1787_col2	row1787_col3	8651
1788	row1788_col1	row1788_col2	row1788_col3	589
1789	row1789_col1	row1789_col2	row1789_col3	7526
1790	row1790_col1	row1790_col2	row1790_col3	8202
1791	row1791_col1	row1791_col2	row1791_col3	9484
1792	row1792_col1	row1792_col2	row1792_col3	5743
1793	row1793_col1	row1793_col2	row1793_col3	3996
1794	row1794_col1	row1794_col2	row1794_col3	6311
1795	row1795_col1	row1795_col2	row1795_col3	5593
1796	row1796_col1	row1796_col2	row1796_col3	9158
1797	row1797_col1	row1797_col2	row1797_col3	9821
1798	row1798_col1	row1798_col2	row1798_col3	1674
1799	row1799_col1	row1799_col2	row1799_col3	5933
1800	row1800_col1	row1800_col2	row1800_col3	3611
1801	row1801_col1	row1801_col2	row1801_col3	7011
1802	row1802_col1	row1802_col2	row1802_col3	8433
1803	row1803_col1	row1803_col2	row1803_col3	912
1804	row1804_col1	row1804_col2	row1804_col3	4334
1805	row1805_col1	row1805_col2	row1805_col3	4745
1806	row1806_col1	row1806_col2	row1806_col3	3834
1807	row1807_col1	row1807_col2	row1807_col3	1191
1808	row1808_col1	row1808_col2	row1808_col3	7687
1809	row1809_col1	row1809_col2	row1809_col3	5408
1810	row1810_col1	row1810_col2	row1810_col3	7913
1811	row1811_col1	row1811_col2	row1811_col3	2373
1812	row1812_col1	row1812_col2	row1812_col3	896
1813	row1813_col1	row1813_col2	row1813_col3	8098
1814	row1814_col1	row1814_col2	row1814_col3	4386
1815	row1815_col1	row1815_col2	row1815_col3	5388
1816	row1816_col1	row1816_col2	row1816_col3	8670
1817	row1817_col1	row1817_col2	row1817_col3	1081
1818	row1818_col1	row1818_col2	row1818_col3	3326
1819	row1819_col1	row1819_col2	row1819_col3	3775
1820	row1820_col1	row1820_col2	row1820_col3	4799
1821	row1821_col1	row1821_col2	row1821_col3	1672
1822	row1822_col1	row1822_col2	row1822_col3	2174
1823	row1823_col1	row1823_col2	row1823_col3	4503
1824	row1824_col1	row1824_col2	row1824_col3	7064
1825	row1825_col1	row1825_col2	row1825_col3	338
1826	row1826_col1	row1826_col2	row1826_col3	392
1827	row1827_col1	row1827_col2	row1827_col3	4724
1828	row1828_col1	row1828_col2	row1828_col3	4836
1829	row1829_col1	row1829_col2	row1829_col3	3668
1830	row1830_col1	row1830_col2	row1830_col3	7542
1831	row1831_col1	row1831_col2	row1831_col3	5710
1832	row1832_col1	row1832_col2	row1832_col3	6573
1833	row1833_col1	row1833_col2	row1833_col3	630
1834	row1834_col1	row1834_col2	row1834_col3	4762
1835	row1835_col1	row1835_col2	row1835_col3	2818
